age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours,native,label
30, Private,109282, Some-college,10, Never-married, Sales, Own-child, Male,0,0,20, United-States,0
21, Private,191460, 11th,7, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,0
76, Private,98695, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,20, United-States,0
42, Local-gov,176716, Masters,14, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
52, Private,213209, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
18, Private,236272, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,35, United-States,0
44, Self-emp-inc,121352, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
58, Self-emp-not-inc,118253, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,70, United-States,0
32, Private,79586, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, India,0
28, Private,213276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
22, Private,206974, Bachelors,13, Never-married, Sales, Not-in-family, Female,0,0,40, United-States,0
40, Private,382499, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,50, United-States,0
20, Private,209955, Some-college,10, Never-married, Other-service, Own-child, Male,0,0,25, United-States,0
45, Private,197240, 12th,8, Married-civ-spouse, Sales, Husband, Male,7688,0,40, United-States,1
40, Private,137142, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
42, Private,121718, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, Germany,0
52, Private,138497, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,1
35, Private,139012, Bachelors,13, Married-civ-spouse, Other-service, Husband, Male,0,0,40, Vietnam,0
30, Self-emp-inc,127651, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,1887,48, United-States,1
36, Private,182074, Some-college,10, Divorced, Adm-clerical, Not-in-family, Male,0,0,45, United-States,0
24, Private,200967, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Female,0,0,36, United-States,0
20, ?,119156, Some-college,10, Never-married, ?, Own-child, Male,0,0,20, United-States,0
31, Private,212235, Some-college,10, Never-married, Sales, Not-in-family, Male,0,0,45, United-States,0
51, ?,521665, Some-college,10, Married-civ-spouse, ?, Husband, Male,0,0,24, United-States,0
20, Private,211345, Some-college,10, Never-married, Handlers-cleaners, Own-child, Female,0,0,20, United-States,0
25, Private,233461, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, Male,0,0,30, United-States,0
28, Private,148645, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States,0
55, Private,199067, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,42, United-States,1
47, Private,141511, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,1
37, Self-emp-not-inc,415847, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
33, Private,235109, HS-grad,9, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
28, Private,167336, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,45, United-States,1
46, Private,79874, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,53, United-States,1
38, Private,374524, Some-college,10, Never-married, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
33, Private,143540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
43, Private,194636, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,48, United-States,1
56, Private,98809, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, Female,5013,0,45, United-States,0
44, Self-emp-not-inc,201742, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,2415,50, United-States,1
19, Local-gov,169853, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
38, Private,331395, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Male,3942,0,84, Portugal,0
35, Private,143152, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,3908,0,27, United-States,0
28, Private,110981, Some-college,10, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
42, Self-emp-not-inc,344920, Some-college,10, Married-civ-spouse, Farming-fishing, Wife, Female,0,0,50, United-States,0
22, Private,197838, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
28, Private,25955, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
71, Federal-gov,149386, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Male,0,0,9, United-States,0
32, Private,316769, 11th,7, Never-married, Other-service, Unmarried, Female,0,0,40, Jamaica,0
34, Private,199227, HS-grad,9, Divorced, Transport-moving, Not-in-family, Male,0,0,50, United-States,0
25, Private,207875, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, Mexico,0
24, State-gov,165201, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,45, United-States,0
28, Private,70034, 7th-8th,4, Never-married, Adm-clerical, Own-child, Male,0,0,40, Portugal,0
28, Private,338376, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States,1
43, Private,115178, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
37, Private,105803, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
51, Private,43354, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
45, Private,188432, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
52, Private,84451, Assoc-voc,11, Divorced, Other-service, Not-in-family, Male,0,0,32, United-States,0
40, State-gov,177083, Masters,14, Never-married, Exec-managerial, Not-in-family, Female,0,0,35, United-States,0
29, Private,213692, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,45, United-States,0
43, State-gov,255835, Some-college,10, Divorced, Adm-clerical, Other-relative, Female,0,0,40, United-States,0
28, Private,141957, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,0
32, Private,101562, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,45, United-States,0
41, Private,207578, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, India,1
20, Private,400443, HS-grad,9, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
48, Private,155509, Some-college,10, Never-married, Craft-repair, Not-in-family, Female,0,0,40, United-States,0
27, Self-emp-not-inc,41099, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,30, United-States,0
68, Local-gov,144761, HS-grad,9, Widowed, Protective-serv, Not-in-family, Male,0,1668,20, United-States,0
33, Private,58305, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
32, ?,647882, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,40, ?,0
41, Self-emp-inc,94113, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,1
19, Private,184759, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,26, United-States,0
40, State-gov,269733, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
55, Local-gov,165695, HS-grad,9, Divorced, Adm-clerical, Unmarried, Male,0,0,40, United-States,0
19, Private,304643, Some-college,10, Never-married, Sales, Own-child, Male,0,0,20, United-States,0
65, Private,194456, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, England,1
49, Self-emp-inc,119565, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
31, Private,306459, 1st-4th,2, Separated, Handlers-cleaners, Unmarried, Male,0,0,35, Honduras,0
30, Private,236993, Some-college,10, Never-married, Adm-clerical, Unmarried, Female,0,0,30, United-States,0
18, ?,42293, 10th,6, Never-married, ?, Own-child, Female,0,0,30, United-States,0
43, State-gov,114508, HS-grad,9, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
17, Private,438996, 10th,6, Never-married, Other-service, Other-relative, Male,0,0,40, Mexico,0
48, State-gov,122086, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
46, Federal-gov,344415, Masters,14, Married-civ-spouse, Armed-Forces, Husband, Male,0,1887,40, United-States,1
20, Private,243178, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,28, United-States,0
44, Private,177083, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
51, Private,137815, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,7298,0,40, United-States,1
40, Private,199303, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
65, Private,23580, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
23, State-gov,241951, Some-college,10, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
21, Self-emp-not-inc,99199, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
33, Private,86143, Some-college,10, Never-married, Exec-managerial, Own-child, Male,0,0,40, Philippines,0
37, Private,179468, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
40, Private,279679, Some-college,10, Divorced, Exec-managerial, Not-in-family, Male,0,0,45, United-States,0
32, Private,174789, HS-grad,9, Never-married, Craft-repair, Other-relative, Male,0,0,50, United-States,0
58, Private,234213, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,14344,0,48, United-States,1
42, Local-gov,29075, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,0
44, Local-gov,177937, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,36, United-States,1
28, ?,168524, Assoc-voc,11, Married-civ-spouse, ?, Own-child, Female,0,0,40, United-States,0
28, Private,227104, Some-college,10, Divorced, Sales, Not-in-family, Male,0,0,30, United-States,0
38, Private,66686, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
36, Private,240323, Some-college,10, Widowed, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
62, ?,181063, 10th,6, Widowed, ?, Not-in-family, Female,0,0,30, United-States,0
25, Local-gov,125863, Bachelors,13, Never-married, Prof-specialty, Own-child, Male,0,0,35, United-States,0
53, Private,167033, Some-college,10, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
34, Private,153927, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
37, Federal-gov,90881, Some-college,10, Separated, Exec-managerial, Not-in-family, Male,8614,0,55, United-States,1
50, Local-gov,169182, HS-grad,9, Divorced, Other-service, Unmarried, Female,0,0,49, Dominican-Republic,0
34, Private,106761, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,1
54, Private,174319, HS-grad,9, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
58, Self-emp-not-inc,196403, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,10, United-States,1
22, ?,31102, Some-college,10, Never-married, ?, Own-child, Female,0,0,4, South,0
48, Local-gov,144122, Masters,14, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States,1
37, Private,112660, 9th,5, Divorced, Craft-repair, Own-child, Male,0,0,35, United-States,0
51, Private,92463, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
59, Private,99131, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,0
37, Private,401998, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, Female,0,0,20, United-States,0
40, Local-gov,33274, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,50, United-States,0
30, Local-gov,73796, Bachelors,13, Separated, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
43, ?,109912, Bachelors,13, Married-civ-spouse, ?, Wife, Female,0,0,7, United-States,1
20, Private,41721, Some-college,10, Never-married, Other-service, Own-child, Male,0,0,60, United-States,0
23, Private,107801, Bachelors,13, Never-married, Adm-clerical, Own-child, Female,0,0,20, United-States,0
32, State-gov,213389, Some-college,10, Divorced, Protective-serv, Unmarried, Female,0,1726,38, United-States,0
32, State-gov,203849, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,19, United-States,0
31, Private,227325, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
55, Self-emp-not-inc,161334, HS-grad,9, Widowed, Other-service, Not-in-family, Female,0,0,25, Nicaragua,0
37, Private,323155, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,85, Mexico,0
53, Local-gov,197054, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
46, Private,110171, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,50, United-States,1
37, Local-gov,312232, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Male,5178,0,40, United-States,1
53, Private,171924, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Male,14344,0,55, United-States,1
46, Private,164427, HS-grad,9, Divorced, Adm-clerical, Own-child, Female,0,0,45, United-States,0
33, Private,153151, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,4416,0,40, United-States,0
32, Private,100662, 9th,5, Separated, Machine-op-inspct, Unmarried, Female,0,0,40, Columbia,0
50, Private,77905, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Female,0,0,8, United-States,0
34, Private,609789, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,30, ?,0
76, Private,203910, HS-grad,9, Widowed, Other-service, Not-in-family, Male,0,0,17, United-States,0
32, Private,237478, 11th,7, Divorced, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
37, Private,218188, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Female,0,0,32, United-States,0
31, Private,185480, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, ?,1
58, Private,147653, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,32, United-States,0
24, Private,270517, HS-grad,9, Never-married, Other-service, Own-child, Female,0,0,40, Mexico,0
28, Private,282389, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,0,0,60, United-States,0
29, Private,152503, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,45, United-States,0
46, Private,213611, 7th-8th,4, Married-spouse-absent, Priv-house-serv, Unmarried, Female,0,1594,24, Guatemala,0
42, Private,70055, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
18, Private,141626, Some-college,10, Never-married, Tech-support, Own-child, Male,2176,0,20, United-States,0
90, Private,88991, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, England,1
22, Private,89991, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,11, United-States,0
21, Private,199444, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,44, United-States,0
28, Private,25955, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
23, Private,265356, Bachelors,13, Never-married, Exec-managerial, Unmarried, Male,0,0,40, United-States,0
38, Self-emp-not-inc,203836, 5th-6th,3, Never-married, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
35, State-gov,211115, Some-college,10, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
21, Private,68358, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
25, Private,252187, 11th,7, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
38, Private,23892, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, United-States,0
32, Private,29933, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,50, United-States,1
74, ?,33114, 10th,6, Married-civ-spouse, ?, Husband, Male,1797,0,30, United-States,0
61, ?,116230, Bachelors,13, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,1
56, Private,117148, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
31, Private,56026, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
55, Self-emp-inc,67433, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,0
27, Private,328981, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,0
45, Private,357540, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,2002,55, United-States,0
28, Local-gov,146949, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
21, Private,197918, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States,0
25, Private,157900, Some-college,10, Separated, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
35, Private,204163, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Female,0,0,55, United-States,0
57, Self-emp-inc,376230, Masters,14, Married-civ-spouse, Sales, Husband, Male,99999,0,40, United-States,1
34, Private,167474, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
81, Private,177408, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,2377,26, United-States,1
39, State-gov,152023, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
47, Private,76034, Some-college,10, Married-civ-spouse, Other-service, Husband, Male,0,0,57, United-States,1
37, Private,187311, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,60, United-States,0
39, Private,91996, HS-grad,9, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,0
35, Private,28572, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,4064,0,35, United-States,0
38, Private,53930, 10th,6, Never-married, Craft-repair, Not-in-family, Male,0,0,40, ?,0
35, Private,117381, Bachelors,13, Divorced, Sales, Not-in-family, Male,0,0,40, United-States,0
18, Private,120781, 10th,6, Never-married, Other-service, Own-child, Male,0,0,20, United-States,0
27, Private,380560, HS-grad,9, Never-married, Farming-fishing, Other-relative, Male,0,0,40, Mexico,0
32, Private,209184, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, Puerto-Rico,0
42, Self-emp-not-inc,308279, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,21, United-States,0
18, Private,135315, 9th,5, Never-married, Sales, Own-child, Female,0,0,32, United-States,0
25, Private,361493, Bachelors,13, Never-married, Sales, Not-in-family, Male,3325,0,40, United-States,0
31, Private,288983, Some-college,10, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
33, Private,184016, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
25, Private,186925, Some-college,10, Never-married, Other-service, Not-in-family, Male,2597,0,48, United-States,0
33, Private,118941, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States,1
46, Private,175262, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, India,0
52, Private,48947, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,45, United-States,0
21, Private,112137, Some-college,10, Never-married, Prof-specialty, Other-relative, Female,0,0,20, South,0
33, Private,419895, 5th-6th,3, Divorced, Handlers-cleaners, Unmarried, Male,0,0,40, Mexico,0
34, Private,253438, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,1
23, ?,22966, Bachelors,13, Never-married, ?, Own-child, Male,0,0,35, United-States,0
42, Private,198341, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,55, India,1
33, Private,160216, Masters,14, Never-married, Exec-managerial, Not-in-family, Female,0,0,32, ?,0
47, Private,21906, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,25, United-States,0
45, Private,102597, HS-grad,9, Widowed, Adm-clerical, Unmarried, Female,0,0,35, United-States,0
27, Private,330466, Bachelors,13, Never-married, Tech-support, Other-relative, Male,0,0,40, United-States,0
49, Local-gov,116163, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,0,50, France,0
41, Private,428499, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,1485,50, United-States,1
38, Local-gov,181721, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
41, Private,176069, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
23, Private,352139, Some-college,10, Never-married, Other-service, Not-in-family, Female,0,0,24, United-States,0
47, Local-gov,287320, Masters,14, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
19, Private,143360, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Female,0,0,34, United-States,0
39, State-gov,85566, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
74, ?,340939, 9th,5, Married-civ-spouse, ?, Husband, Male,3471,0,40, United-States,0
47, Private,175958, Prof-school,15, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,1
53, Private,137428, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,1
51, Federal-gov,73670, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,4386,0,52, United-States,1
36, Local-gov,137314, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,60, United-States,1
28, Private,200511, HS-grad,9, Separated, Farming-fishing, Not-in-family, Male,0,0,55, United-States,0
34, Private,143699, HS-grad,9, Married-civ-spouse, Sales, Wife, Female,0,0,15, United-States,0
40, Private,227236, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,0
36, State-gov,110964, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,1672,38, United-States,0
51, Private,191965, HS-grad,9, Widowed, Other-service, Unmarried, Female,0,0,32, United-States,0
41, Federal-gov,57924, Some-college,10, Never-married, Protective-serv, Own-child, Male,0,0,40, United-States,0
38, Local-gov,30509, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,1669,55, United-States,0
41, Private,110562, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
62, Private,69867, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
28, Private,132870, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
39, Private,160623, Assoc-acdm,12, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
73, ?,177773, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,15, United-States,0
30, Private,224377, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
42, Private,172297, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Male,0,1902,40, United-States,1
34, Private,277314, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, Male,0,1902,50, United-States,1
20, ?,84375, HS-grad,9, Married-civ-spouse, ?, Wife, Female,0,0,45, United-States,0
51, Self-emp-not-inc,204322, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,0
21, Private,126613, HS-grad,9, Never-married, Sales, Not-in-family, Female,0,0,40, United-States,0
34, Private,106014, Some-college,10, Divorced, Craft-repair, Not-in-family, Male,0,0,60, United-States,0
59, Private,151977, 10th,6, Separated, Priv-house-serv, Not-in-family, Female,0,0,30, United-States,0
33, Private,520033, 12th,8, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,0
30, Private,375827, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Male,0,0,40, United-States,0
46, Private,83064, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
22, Private,256504, Bachelors,13, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
47, ?,149700, Bachelors,13, Married-civ-spouse, ?, Husband, Male,0,0,36, United-States,1
49, Private,184986, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,40, United-States,0
36, Private,269318, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
46, State-gov,193047, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,37, United-States,0
38, Private,110402, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
25, Private,113436, Some-college,10, Never-married, Adm-clerical, Own-child, Male,0,0,15, United-States,0
58, Self-emp-not-inc,95763, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,0
36, Private,356824, HS-grad,9, Divorced, Sales, Not-in-family, Female,0,0,40, United-States,0
51, Private,59590, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,20, United-States,0
75, Self-emp-not-inc,165968, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, Female,0,0,30, United-States,0
34, Private,111589, 10th,6, Never-married, Other-service, Unmarried, Female,0,0,40, Jamaica,0
24, Private,119156, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,50, United-States,0
18, Private,35065, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,0,0,35, United-States,0
22, ?,88126, Some-college,10, Never-married, ?, Own-child, Male,0,0,40, United-States,0
21, Private,163870, Some-college,10, Never-married, Handlers-cleaners, Own-child, Male,0,0,30, United-States,0
19, Private,219189, 12th,8, Never-married, Other-service, Own-child, Male,0,0,25, United-States,0
30, Private,117393, HS-grad,9, Never-married, Sales, Not-in-family, Female,0,0,40, United-States,0
60, Private,207665, HS-grad,9, Married-civ-spouse, Tech-support, Wife, Female,0,0,40, United-States,1
31, Private,172304, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,1
30, Private,287908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
53, Private,98791, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
28, Private,338376, Bachelors,13, Never-married, Prof-specialty, Own-child, Male,0,0,40, United-States,0
20, Private,259496, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
69, Private,76939, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
42, Local-gov,159931, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,45, United-States,1
49, Private,123584, 11th,7, Married-civ-spouse, Transport-moving, Husband, Male,0,0,75, United-States,0
52, Federal-gov,221532, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
61, State-gov,151459, 10th,6, Never-married, Other-service, Not-in-family, Female,0,0,38, United-States,0
22, Private,191342, Bachelors,13, Never-married, Sales, Own-child, Male,0,0,50, Taiwan,0
43, Self-emp-not-inc,34007, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,70, United-States,1
46, Self-emp-not-inc,57452, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
45, Private,81400, 1st-4th,2, Married-civ-spouse, Other-service, Wife, Female,0,0,25, El-Salvador,0
36, Local-gov,348728, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,35, United-States,0
39, Private,294183, HS-grad,9, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
58, Private,81038, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,12, United-States,0
